nohup: ignoring input
[17:59:58] === SVD (poison-only) — NO post-fit nudge ===
[18:00:02] Original users: 53,424
[18:00:02] Training baseline SVD on ORIGINAL...
[19:00:06] Scored 8,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:08] Scored 9,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:10] Scored 10,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:13] Scored 11,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:15] Scored 12,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:17] Scored 13,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:19] Scored 14,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:22] Scored 15,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:24] Scored 16,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:26] Scored 17,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:28] Scored 18,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:30] Scored 19,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:33] Scored 20,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:35] Scored 21,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:37] Scored 22,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:39] Scored 23,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:42] Scored 24,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:44] Scored 25,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:46] Scored 26,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:48] Scored 27,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:50] Scored 28,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:53] Scored 29,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:55] Scored 30,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:57] Scored 31,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:00:59] Scored 32,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:01] Scored 33,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:04] Scored 34,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:06] Scored 35,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:08] Scored 36,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:10] Scored 37,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:12] Scored 38,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:15] Scored 39,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:17] Scored 40,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:19] Scored 41,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:21] Scored 42,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:23] Scored 43,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:26] Scored 44,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:28] Scored 45,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:30] Scored 46,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:32] Scored 47,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:34] Scored 48,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:37] Scored 49,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:39] Scored 50,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:41] Scored 51,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:43] Scored 52,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:46] Scored 53,000/53,424 users for enhanced_Adventure_200_avgonly...
[19:01:49] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_200_avgonly_15recommendation.csv (801360 rows)
[19:01:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_200_avgonly_25recommendation.csv (1335600 rows)
[19:01:59] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_200_avgonly_35recommendation.csv (1869840 rows)
[19:02:02] [8/53] enhanced_Adventure_25_avgonly — loading & training...
[19:08:43] Scored 1,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:46] Scored 2,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:48] Scored 3,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:50] Scored 4,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:52] Scored 5,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:55] Scored 6,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:57] Scored 7,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:08:59] Scored 8,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:01] Scored 9,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:04] Scored 10,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:06] Scored 11,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:08] Scored 12,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:10] Scored 13,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:13] Scored 14,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:15] Scored 15,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:17] Scored 16,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:19] Scored 17,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:21] Scored 18,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:24] Scored 19,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:26] Scored 20,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:28] Scored 21,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:30] Scored 22,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:32] Scored 23,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:35] Scored 24,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:37] Scored 25,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:39] Scored 26,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:41] Scored 27,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:44] Scored 28,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:46] Scored 29,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:48] Scored 30,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:50] Scored 31,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:53] Scored 32,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:55] Scored 33,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:57] Scored 34,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:09:59] Scored 35,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:02] Scored 36,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:04] Scored 37,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:06] Scored 38,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:08] Scored 39,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:11] Scored 40,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:13] Scored 41,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:15] Scored 42,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:17] Scored 43,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:19] Scored 44,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:22] Scored 45,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:24] Scored 46,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:26] Scored 47,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:28] Scored 48,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:31] Scored 49,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:33] Scored 50,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:35] Scored 51,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:37] Scored 52,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:40] Scored 53,000/53,424 users for enhanced_Adventure_25_avgonly...
[19:10:43] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_25_avgonly_15recommendation.csv (801360 rows)
[19:10:47] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_25_avgonly_25recommendation.csv (1335600 rows)
[19:10:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_25_avgonly_35recommendation.csv (1869840 rows)
[19:10:56] [9/53] enhanced_Adventure_50_avgonly — loading & training...
[19:17:39] Scored 1,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:41] Scored 2,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:43] Scored 3,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:45] Scored 4,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:48] Scored 5,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:50] Scored 6,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:52] Scored 7,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:55] Scored 8,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:57] Scored 9,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:17:59] Scored 10,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:02] Scored 11,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:04] Scored 12,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:06] Scored 13,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:09] Scored 14,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:11] Scored 15,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:13] Scored 16,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:16] Scored 17,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:18] Scored 18,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:20] Scored 19,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:23] Scored 20,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:25] Scored 21,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:27] Scored 22,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:29] Scored 23,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:32] Scored 24,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:34] Scored 25,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:36] Scored 26,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:39] Scored 27,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:41] Scored 28,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:43] Scored 29,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:46] Scored 30,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:48] Scored 31,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:50] Scored 32,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:53] Scored 33,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:55] Scored 34,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:18:57] Scored 35,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:00] Scored 36,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:02] Scored 37,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:04] Scored 38,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:07] Scored 39,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:09] Scored 40,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:11] Scored 41,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:13] Scored 42,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:16] Scored 43,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:18] Scored 44,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:20] Scored 45,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:23] Scored 46,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:25] Scored 47,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:27] Scored 48,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:30] Scored 49,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:32] Scored 50,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:34] Scored 51,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:36] Scored 52,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:39] Scored 53,000/53,424 users for enhanced_Adventure_50_avgonly...
[19:19:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_50_avgonly_15recommendation.csv (801360 rows)
[19:19:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_50_avgonly_25recommendation.csv (1335600 rows)
[19:19:52] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Adventure_50_avgonly_35recommendation.csv (1869840 rows)
[19:19:55] [10/53] enhanced_Children_s_100_avgonly — loading & training...
[19:26:39] Scored 1,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:41] Scored 2,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:43] Scored 3,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:46] Scored 4,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:48] Scored 5,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:50] Scored 6,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:53] Scored 7,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:55] Scored 8,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:26:57] Scored 9,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:00] Scored 10,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:02] Scored 11,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:04] Scored 12,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:07] Scored 13,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:09] Scored 14,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:11] Scored 15,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:14] Scored 16,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:16] Scored 17,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:18] Scored 18,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:21] Scored 19,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:23] Scored 20,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:25] Scored 21,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:27] Scored 22,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:30] Scored 23,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:32] Scored 24,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:34] Scored 25,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:37] Scored 26,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:39] Scored 27,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:41] Scored 28,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:44] Scored 29,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:46] Scored 30,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:48] Scored 31,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:51] Scored 32,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:53] Scored 33,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:55] Scored 34,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:27:58] Scored 35,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:00] Scored 36,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:02] Scored 37,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:05] Scored 38,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:07] Scored 39,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:10] Scored 40,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:12] Scored 41,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:14] Scored 42,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:17] Scored 43,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:19] Scored 44,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:21] Scored 45,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:24] Scored 46,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:26] Scored 47,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:28] Scored 48,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:30] Scored 49,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:33] Scored 50,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:35] Scored 51,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:38] Scored 52,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:40] Scored 53,000/53,424 users for enhanced_Children_s_100_avgonly...
[19:28:43] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Children_s_100_avgonly_15recommendation.csv (801360 rows)
[19:28:47] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Children_s_100_avgonly_25recommendation.csv (1335600 rows)
[19:28:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Children_s_100_avgonly_35recommendation.csv (1869840 rows)
[19:28:56] [11/53] enhanced_Children_s_200_avgonly — loading & training...
[19:35:47] Scored 1,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:35:49] Scored 2,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:35:51] Scored 3,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:35:53] Scored 4,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:35:56] Scored 5,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:35:58] Scored 6,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:00] Scored 7,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:02] Scored 8,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:04] Scored 9,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:07] Scored 10,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:09] Scored 11,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:11] Scored 12,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:13] Scored 13,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:15] Scored 14,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:18] Scored 15,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:20] Scored 16,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:22] Scored 17,000/53,424 users for enhanced_Children_s_200_avgonly...
[19:36:24] Scored 18,000/53,424 users for enhanced_Children_s_200_avgonly...
